Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   17322/17322       mpcd::apply_resampling_population_support_guard(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace&, mpcd::WeightedResamplingDiagnostics const&, mpcd::SimulationParams const&, mpcd::CellGrid const&) [33]
[78]     0.0    0.00    0.00   17322         mpcd::resampling_pool_pop_free_slot(mpcd::ResamplingParticlePoolWorkspace&) [78]
-----------------------------------------------
                0.00    0.00     200/14854       mpcd::(anonymous namespace)::make_virtual_face_contribution(double, double, double, double, double, double, double, double, double, unsigned long) [13]
                0.00    0.00    6432/14854       mpcd::(anonymous namespace)::sample_hard_inlet_cell_particles(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, mpcd::(anonymous namespace)::HardReservoirCell const&, unsigned long, unsigned long, std::vector<unsigned long, std::allocator<unsigned long> > const&, unsigned long&, mpcd::BoundaryDiagnostics&) [46]
                0.00    0.00    8222/14854       mpcd::resize_collision_workspace(mpcd::CollisionWorkspace&, unsigned long, int, int) [42]
[79]     0.0    0.00    0.00   14854         std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::_M_gen_rand() [79]
-----------------------------------------------
                0.00    0.00       1/14620       mpcd::(anonymous namespace)::parse_open_boundary_segment_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [139]
                0.00    0.00      45/14620       mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
                0.00    0.00     854/14620       mpcd::(anonymous namespace)::is_removed_open_aperture_key(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [115]
                0.00    0.00   13720/14620       mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[80]     0.0    0.00    0.00   14620         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [80]
-----------------------------------------------
                0.00    0.00    6432/6432        mpcd::(anonymous namespace)::sample_hard_inlet_cell_particles(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, mpcd::(anonymous namespace)::HardReservoirCell const&, unsigned long, unsigned long, std::vector<unsigned long, std::allocator<unsigned long> > const&, unsigned long&, mpcd::BoundaryDiagnostics&) [46]
[81]     0.0    0.00    0.00    6432         mpcd::(anonymous namespace)::face_tag(char const*) [81]
-----------------------------------------------
                0.00    0.00    4582/4582        mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [17]
[82]     0.0    0.00    0.00    4582         mpcd::(anonymous namespace)::subtract_mean(std::vector<double, std::allocator<double> >&, mpcd::EllipticProjectionMask const*) [82]
-----------------------------------------------
                0.00    0.00      27/2920        mpcd::(anonymous namespace)::reflect_x_as_solid_face(double&, double&, double&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, char const*) [60]
                0.00    0.00    2893/2920        mpcd::(anonymous namespace)::reflect_y(double, double&, double&, double&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long&, unsigned long&, unsigned long, unsigned long, double, mpcd::(anonymous namespace)::ReflectionFailure&) [48]
[83]     0.0    0.00    0.00    2920         mpcd::(anonymous namespace)::wall_velocity_for_face(mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, double&, double&) [clone .constprop.0] [83]
-----------------------------------------------
                0.00    0.00    1000/2000        mpcd::compute_face_divergence(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionMask const*) [31]
                0.00    0.00    1000/2000        mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [17]
[84]     0.0    0.00    0.00    2000         mpcd::(anonymous namespace)::require_mask(mpcd::EllipticProjectionMask const*, int, char const*) [84]
-----------------------------------------------
                0.00    0.00      51/1854        mpcd::resize_weighted_real_fluid_deposit(mpcd::WeightedRealFluidDepositWorkspace&, unsigned long, int, int) [43]
                0.00    0.00    1803/1854        mpcd::rebuild_resampling_particle_pool(mpcd::ParticleState const&, mpcd::ResamplingParticlePoolWorkspace&) [39]
[85]     0.0    0.00    0.00    1854         std::vector<unsigned long, std::allocator<unsigned long> >::reserve(unsigned long) [85]
-----------------------------------------------
                0.00    0.00       1/1646        mpcd::(anonymous namespace)::parse_open_boundary_segment_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [139]
                0.00    0.00      10/1646        mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
                0.00    0.00     804/1646        mpcd::apply_boundary_conditions(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [18]
                0.00    0.00     831/1646        mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
[86]     0.0    0.00    0.00    1646         mpcd::is_outlet_boundary_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [86]
-----------------------------------------------
                0.00    0.00       2/1643        mpcd::(anonymous namespace)::parse_open_boundary_segment_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [139]
                0.00    0.00       6/1643        mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
                0.00    0.00     804/1643        mpcd::apply_boundary_conditions(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [18]
                0.00    0.00     831/1643        mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
[87]     0.0    0.00    0.00    1643         mpcd::is_io_boundary_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [87]
-----------------------------------------------
                0.00    0.00     600/1600        mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [17]
                0.00    0.00    1000/1600        mpcd::compute_face_divergence(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionMask const*) [31]
[88]     0.0    0.00    0.00    1600         mpcd::(anonymous namespace)::require_face_size(mpcd::PeriodicFaceField const&, int, char const*) [88]
-----------------------------------------------
                0.00    0.00     119/1519        mpcd::resize_weighted_real_fluid_deposit(mpcd::WeightedRealFluidDepositWorkspace&, unsigned long, int, int) [43]
                0.00    0.00    1400/1519        mpcd::build_immersed_solid_projection_mask(mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, double) [57]
[89]     0.0    0.00    0.00    1519         std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_assign(unsigned long, unsigned char const&) [89]
-----------------------------------------------
                0.00    0.00     200/1285        mpcd::build_immersed_solid_projection_mask(mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, double) [57]
                0.00    0.00     400/1285        mpcd::(anonymous namespace)::measure_q6_solid_boundary_leak(mpcd::PeriodicFaceField const&, mpcd::ImmersedSolidProjectionMask const&, mpcd::SimulationParams const&) [24]
                0.00    0.00     685/1285        mpcd::apply_q6_periodic_projection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionWorkspace&) [14]
[90]     0.0    0.00    0.00    1285         mpcd::resize_periodic_face_field(mpcd::PeriodicFaceField&, int) [90]
-----------------------------------------------
                0.00    0.00    1005/1005        mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
[91]     0.0    0.00    0.00    1005         std::vector<double, std::allocator<double> >::reserve(unsigned long) [91]
-----------------------------------------------
                0.00    0.00       1/801         main [1]
                0.00    0.00     800/801         mpcd::run_src_mpcd_base_step(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, unsigned long, mpcd::SrcMpcdBaseWorkspace&, bool) [2]
[92]     0.0    0.00    0.00     801         mpcd::attach_resampling_pool_diagnostics(mpcd::WeightedResamplingDiagnostics&, mpcd::ResamplingParticlePoolDiagnostics const&) [92]
-----------------------------------------------
                0.00    0.00     800/800         mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [17]
[93]     0.0    0.00    0.00     800         mpcd::(anonymous namespace)::scalar_stats(std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionMask const*) [93]
-----------------------------------------------
                0.00    0.00     400/800         mpcd::apply_resampling_population_support_guard(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace&, mpcd::WeightedResamplingDiagnostics const&, mpcd::SimulationParams const&, mpcd::CellGrid const&) [33]
                0.00    0.00     400/800         mpcd::deposit_weighted_real_fluid(mpcd::ParticleState const&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::GridShift const&, mpcd::WeightedRealFluidDepositWorkspace&, bool, bool) [16]
[94]     0.0    0.00    0.00     800         std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_assign(unsigned long, unsigned long const&) [94]
-----------------------------------------------
                0.00    0.00       1/690         main [1]
                0.00    0.00       1/690         mpcd::(anonymous namespace)::parse_u64(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [145]
                0.00    0.00       2/690         mpcd::normalized_inlet_reservoir_mode[abi:cxx11](mpcd::SimulationParams const&) [141]
                0.00    0.00       4/690         void std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> >::_M_realloc_insert<mpcd::OpenBoundarySegment const&>(__gnu_cxx::__normal_iterator<mpcd::OpenBoundarySegment*, std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> > >, mpcd::OpenBoundarySegment const&) [142]
